"","N","variable","value"
"136",4,"1969-06-01",-0.0178595226166528
"137",5,"1969-06-01",-0.00695222929916469
"138",6,"1969-06-01",0.00541142115995237
"139",7,"1969-06-01",0.00259047434627868
"140",8,"1969-06-01",-0.0042089126452367
"141",9,"1969-06-01",-0.0135695167169731
"142",10,"1969-06-01",-0.0389149908158366
"143",11,"1969-06-01",0.0131893546816211
"144",12,"1969-06-01",0.0167721496752853
"145",13,"1969-06-01",0.00205716503124643
"146",14,"1969-06-01",-0.00833993716972729
"147",15,"1969-06-01",-0.00431867775839564
"148",16,"1969-06-01",0.00371707811239141
"149",17,"1969-06-01",0.010527520114277
"150",18,"1969-06-01",0.000673242327243772
"151",19,"1969-06-01",-0.00349394370943996
"152",20,"1969-06-01",0.0088978926586189
"153",21,"1969-06-01",-0.000222734324355302
"154",22,"1969-06-01",0.00386050426450517
"155",23,"1969-06-01",-0.00215156015901516
"156",24,"1969-06-01",0.00449202076438833
"157",25,"1969-06-01",-0.00441279783720071
"158",26,"1969-06-01",-0.00116844304662242
"159",27,"1969-06-01",-0.00554878452783343
"160",28,"1969-06-01",0.00166701489133456
"161",29,"1969-06-01",-0.000797122728808983
"162",30,"1969-06-01",-0.00177519977112993
"163",31,"1969-06-01",-0.0051574811194712
"164",32,"1969-06-01",0.00210048378501547
"165",33,"1969-06-01",0.00160107091934417
"166",34,"1969-06-01",0.000317212813710329
"167",35,"1969-06-01",0.000136249631741771
"168",36,"1969-06-01",0.00197011674665201
"169",37,"1969-06-01",0.00228279422237625
"170",38,"1969-06-01",0.00202998922714359
"171",39,"1969-06-01",-0.00114289443036705
"172",40,"1969-06-01",0.0014030204354478
"173",41,"1969-06-01",0.00214927086492115
"174",42,"1969-06-01",0.000426190056513212
"175",43,"1969-06-01",-0.00195556529314378
"176",44,"1969-06-01",-0.00032520262259215
"177",1,"1969-07-01",0
"178",2,"1969-07-01",0.00691099887650744
"179",3,"1969-07-01",0.0397798121192024
"180",4,"1969-07-01",-0.00615204575178924
"181",5,"1969-07-01",-0.00825414239703669
"182",6,"1969-07-01",0.00804401397574596
"183",7,"1969-07-01",0.005615993077953
"184",8,"1969-07-01",-0.0047392308018912
"185",9,"1969-07-01",-0.015220403459153
"186",10,"1969-07-01",-0.0354037051331983
"187",11,"1969-07-01",0.01206165411966
"188",12,"1969-07-01",0.0216331655594788
"189",13,"1969-07-01",0.0023896143602721
"190",14,"1969-07-01",-0.0132989984088628
"191",15,"1969-07-01",-0.00269130928381161
"192",16,"1969-07-01",0.00554835841741007
"193",17,"1969-07-01",0.00625181344697404
"194",18,"1969-07-01",0.000597069352327813
"195",19,"1969-07-01",-0.00356392171894875
"196",20,"1969-07-01",0.00919046044382093
"197",21,"1969-07-01",-3.73736707777413e-05
"198",22,"1969-07-01",0.00480361454902702
"199",23,"1969-07-01",-0.000170780951923614
"200",24,"1969-07-01",0.00516518790577172
"201",25,"1969-07-01",-0.0045423156161336
"202",26,"1969-07-01",-0.00140549340240013
"203",27,"1969-07-01",-0.00276960110580503
"204",28,"1969-07-01",0.00435428196234467
"205",29,"1969-07-01",-0.000117321278943266
"206",30,"1969-07-01",-0.00138073171057085
"207",31,"1969-07-01",-0.00333015188407548
"208",32,"1969-07-01",0.00260231067148154
"209",33,"1969-07-01",0.00193684816331559
"210",34,"1969-07-01",-0.000953029196192467
"211",35,"1969-07-01",-0.00012589762910019
"212",36,"1969-07-01",0.00297138247949587
"213",37,"1969-07-01",0.00193148401439164
"214",38,"1969-07-01",0.000447260384785085
"215",39,"1969-07-01",-0.000507458627112539
"216",40,"1969-07-01",0.00249788581073544
"217",41,"1969-07-01",0.00303663550837039
"218",42,"1969-07-01",-0.000236220885403686
"219",43,"1969-07-01",-0.00156944532863526
"220",44,"1969-07-01",0.00155367158587228
"221",1,"1969-08-01",0
"222",2,"1969-08-01",0.00636179585148999
"223",3,"1969-08-01",0.045342143914262
"224",4,"1969-08-01",-0.00748431604949423
"225",5,"1969-08-01",0.00687423064325456
"226",6,"1969-08-01",0.011276222719086
"227",7,"1969-08-01",0.0141437881546854
"228",8,"1969-08-01",-0.00534068842853275
"229",9,"1969-08-01",-0.00641837914538038
"230",10,"1969-08-01",-0.0263703973228842
"231",11,"1969-08-01",0.0235478593933235
"232",12,"1969-08-01",0.0239061805464546
"233",13,"1969-08-01",0.0167446676021665
"234",14,"1969-08-01",-0.00793849878935821
"235",15,"1969-08-01",0.00696924108168466
"236",16,"1969-08-01",0.00682355512333829
"237",17,"1969-08-01",0.0164579305331394
"238",18,"1969-08-01",0.0046805190928493
"239",19,"1969-08-01",0.00332592745526017
"240",20,"1969-08-01",0.00763905763484307
"241",21,"1969-08-01",0.00790296624631499
"242",22,"1969-08-01",0.00975591495856877
"243",23,"1969-08-01",0.00780952680447306
"244",24,"1969-08-01",0.00717393695461928
"245",25,"1969-08-01",0.00446316724646394
"246",26,"1969-08-01",0.00550909587945148
"247",27,"1969-08-01",0.00321414964211415
"248",28,"1969-08-01",0.00703218224292923
"249",29,"1969-08-01",0.00606115398598927
"250",30,"1969-08-01",0.00411654658919511
"251",31,"1969-08-01",0.00400817600774321
"252",32,"1969-08-01",0.00572295538460063
"253",33,"1969-08-01",0.00677999021035433
"254",34,"1969-08-01",0.00510712556574443
"255",35,"1969-08-01",0.00627734352398967
"256",36,"1969-08-01",0.00502020935974526
"257",37,"1969-08-01",0.00542489824218725
"258",38,"1969-08-01",0.00451436505727464
"259",39,"1969-08-01",0.00486818670022091
"260",40,"1969-08-01",0.00577875719245343
"261",41,"1969-08-01",0.00638796096082664
"262",42,"1969-08-01",0.00387551046267625
"263",43,"1969-08-01",0.00389394425088
"264",44,"1969-08-01",0.00484706581113491
"265",1,"1969-09-01",0
"266",2,"1969-09-01",0.00672590480552533
"267",3,"1969-09-01",0.0493256145511145
"268",4,"1969-09-01",-0.00550966273197441
"269",5,"1969-09-01",0.00431366376283235
"270",6,"1969-09-01",0.0243280387211389
"271",7,"1969-09-01",0.0169247798155689
"272",8,"1969-09-01",0.0041362220908776
"273",9,"1969-09-01",0.000902033498326418
"274",10,"1969-09-01",-0.0242239580037977
"275",11,"1969-09-01",0.0283567481914829
"276",12,"1969-09-01",0.0387200091193136
"277",13,"1969-09-01",0.0183205054766869
"278",14,"1969-09-01",0.00565616024846659
"279",15,"1969-09-01",0.00950658096029232
"280",16,"1969-09-01",0.0138497307143793
"281",17,"1969-09-01",0.0286962437866703
"282",18,"1969-09-01",0.0168603194724308
"283",19,"1969-09-01",0.00289358172342687
"284",20,"1969-09-01",0.0158223280333395
"285",21,"1969-09-01",0.0148853691433564
"286",22,"1969-09-01",0.021778393975109
"287",23,"1969-09-01",0.0115017897473079
"288",24,"1969-09-01",0.0129169353383411
"289",25,"1969-09-01",0.0113388971729695
"290",26,"1969-09-01",0.0143659289221626
"291",27,"1969-09-01",0.00842621678455065
"292",28,"1969-09-01",0.0123730856180222
"293",29,"1969-09-01",0.0127424976093894
"294",30,"1969-09-01",0.0114650808866987
"295",31,"1969-09-01",0.00615635307690513
"296",32,"1969-09-01",0.0101423711701018
"297",33,"1969-09-01",0.0123393384818226
"298",34,"1969-09-01",0.00911819160902693
"299",35,"1969-09-01",0.00934361427127611
"300",36,"1969-09-01",0.00625917775797388
"301",37,"1969-09-01",0.00866408128069329
"302",38,"1969-09-01",0.00921763548197732
"303",39,"1969-09-01",0.00560659682516753
"304",40,"1969-09-01",0.00478376147548213
"305",41,"1969-09-01",0.00738596262721138
"306",42,"1969-09-01",0.00582230002484887
"307",43,"1969-09-01",0.00532240477033388
"308",44,"1969-09-01",0.00350381507462921
"309",1,"1969-10-01",0
"310",2,"1969-10-01",0.00514637242551153
"311",3,"1969-10-01",0.0488813262647417
"312",4,"1969-10-01",-0.00578375733777339
"313",5,"1969-10-01",0.00453008922050657
"314",6,"1969-10-01",0.0246567244306586
"315",7,"1969-10-01",0.0143085914771165
"316",8,"1969-10-01",0.00314478823067873
"317",9,"1969-10-01",-0.000981818086281894
"318",10,"1969-10-01",-0.0231460178793819
"319",11,"1969-10-01",0.0264960360233434
"320",12,"1969-10-01",0.0358431015986667
"321",13,"1969-10-01",0.0178564181086863
"322",14,"1969-10-01",0.0041314865510698
"323",15,"1969-10-01",0.0102689284444014
"324",16,"1969-10-01",0.0125031773079311
"325",17,"1969-10-01",0.0262760935292223
"326",18,"1969-10-01",0.0165177141619206
"327",19,"1969-10-01",0.00288792747066153
"328",20,"1969-10-01",0.0145041874404325
"329",21,"1969-10-01",0.014970806393603
"330",22,"1969-10-01",0.0206041026432736
"331",23,"1969-10-01",0.0121428307095986
"332",24,"1969-10-01",0.0126035637670828
"333",25,"1969-10-01",0.0100067799677983
"334",26,"1969-10-01",0.014150312035908
"335",27,"1969-10-01",0.00845118444613491
"336",28,"1969-10-01",0.012065180665144
"337",29,"1969-10-01",0.0122556470180021
"338",30,"1969-10-01",0.0112706860546913
"339",31,"1969-10-01",0.00674023548820882
"340",32,"1969-10-01",0.00982401716225139
"341",33,"1969-10-01",0.0117426756985328
"342",34,"1969-10-01",0.00908784633285168
"343",35,"1969-10-01",0.00948753020692121
"344",36,"1969-10-01",0.00668892657130524
"345",37,"1969-10-01",0.00825967297287575
"346",38,"1969-10-01",0.00914349441950382
"347",39,"1969-10-01",0.00655666787532998
"348",40,"1969-10-01",0.00551882960504272
"349",41,"1969-10-01",0.00735785282387673
"350",42,"1969-10-01",0.00585857865905171
"351",43,"1969-10-01",0.00559567709382795
"352",44,"1969-10-01",0.004441531177372
"353",1,"1969-11-01",0
"354",2,"1969-11-01",0.00465183168726381
"355",3,"1969-11-01",0.0439587303983267
"356",4,"1969-11-01",-0.0086432070754983
"357",5,"1969-11-01",0.00699342676489728
"358",6,"1969-11-01",0.0174363038894185
"359",7,"1969-11-01",0.0162185514261829
"360",8,"1969-11-01",-0.00306234856917628
"361",9,"1969-11-01",-0.0055299062928837
"362",10,"1969-11-01",-0.018432847652456
"363",11,"1969-11-01",0.0216602371162528
"364",12,"1969-11-01",0.0280842566370544
"365",13,"1969-11-01",0.0226644096878844
"366",14,"1969-11-01",-0.00380670973994537
"367",15,"1969-11-01",0.0113922447928636
"368",16,"1969-11-01",0.00187386287661966
"369",17,"1969-11-01",0.0187470004232591
"370",18,"1969-11-01",0.0158509246565645
"371",19,"1969-11-01",0.00609338367925428
"372",20,"1969-11-01",0.0033235274372488
"373",21,"1969-11-01",0.0106476443926564
"374",22,"1969-11-01",0.0163541008748649
"375",23,"1969-11-01",0.0162295342381074
"376",24,"1969-11-01",0.00807905167739069
"377",25,"1969-11-01",0.0064131452018706
"378",26,"1969-11-01",0.0106237335555152
"379",27,"1969-11-01",0.00843289279513889
"380",28,"1969-11-01",0.00994221224420422
"381",29,"1969-11-01",0.0078587816236191
"382",30,"1969-11-01",0.00986351353459912
"383",31,"1969-11-01",0.00665447494367075
"384",32,"1969-11-01",0.00743543497872167
"385",33,"1969-11-01",0.00948736098384481
"386",34,"1969-11-01",0.00844631889762608
"387",35,"1969-11-01",0.00955912875838098
"388",36,"1969-11-01",0.0069301272687154
"389",37,"1969-11-01",0.0061509446692438
"390",38,"1969-11-01",0.00796765615382699
"391",39,"1969-11-01",0.00779825338850946
"392",40,"1969-11-01",0.00600020421022074
"393",41,"1969-11-01",0.00597827270792628
"394",42,"1969-11-01",0.0050225476595716
"395",43,"1969-11-01",0.00633457977258677
"396",44,"1969-11-01",0.00628515179222167
"397",1,"1969-12-01",0
"398",2,"1969-12-01",0.00573503897543397
"399",3,"1969-12-01",0.0434781852810978
"400",4,"1969-12-01",-0.0116428919160283
"401",5,"1969-12-01",0.00953462924587028
"402",6,"1969-12-01",0.017740650979818
"403",7,"1969-12-01",0.0146056552120303
"404",8,"1969-12-01",-4.13581462560558e-05
"405",9,"1969-12-01",-0.00958007615873435
"406",10,"1969-12-01",-0.0163268528835828
"407",11,"1969-12-01",0.028147895426934
"408",12,"1969-12-01",0.0197655325155079
"409",13,"1969-12-01",0.0242101255015954
"410",14,"1969-12-01",0.00147413496256867
"411",15,"1969-12-01",0.0112324875005833
"412",16,"1969-12-01",0.00829119439777688
"413",17,"1969-12-01",0.0149678895205326
"414",18,"1969-12-01",0.0127777838542313
"415",19,"1969-12-01",0.0136609894029142
"416",20,"1969-12-01",0.00418161356979536
"417",21,"1969-12-01",0.00963302451336991
"418",22,"1969-12-01",0.0163508943829911
"419",23,"1969-12-01",0.018913515047472
"420",24,"1969-12-01",0.00963916734641171
"421",25,"1969-12-01",0.00623881124266216
"422",26,"1969-12-01",0.0114827777044154
"423",27,"1969-12-01",0.00983100200571012
"424",28,"1969-12-01",0.0114758362322352
"425",29,"1969-12-01",0.0106729925480359
"426",30,"1969-12-01",0.00881754221266661
"427",31,"1969-12-01",0.0100578965347129
"428",32,"1969-12-01",0.0102708288239967
"429",33,"1969-12-01",0.00865922328751012
"430",34,"1969-12-01",0.009709375573096
"431",35,"1969-12-01",0.0104499514505469
"432",36,"1969-12-01",0.00843133254008418
"433",37,"1969-12-01",0.00727068719426819
"434",38,"1969-12-01",0.00796358442576428
"435",39,"1969-12-01",0.00864910990793535
"436",40,"1969-12-01",0.0076609193693769
"437",41,"1969-12-01",0.0067940074110179
"438",42,"1969-12-01",0.00503089713455118
"439",43,"1969-12-01",0.00627215217553572
"440",44,"1969-12-01",0.0074425283737628
"441",1,"1970-01-01",0
"442",2,"1970-01-01",0.00634282853819524
"443",3,"1970-01-01",0.0497748404514361
"444",4,"1970-01-01",-0.0115977773317816
"445",5,"1970-01-01",0.00760439308464204
"446",6,"1970-01-01",0.0188162035585214
"447",7,"1970-01-01",0.0109192313930738
"448",8,"1970-01-01",0.00459135610254483
"449",9,"1970-01-01",-0.00521637939295469
"450",10,"1970-01-01",-0.0211984795045691
"451",11,"1970-01-01",0.0291071441288557
"452",12,"1970-01-01",0.0195318769796505
"453",13,"1970-01-01",0.0216975965306453
"454",14,"1970-01-01",0.00470770936682552
"455",15,"1970-01-01",0.00956864312811969
"456",16,"1970-01-01",0.010963603183249
"457",17,"1970-01-01",0.0128774977993322
"458",18,"1970-01-01",0.0192391353244162
"459",19,"1970-01-01",0.0128434462738047
"460",20,"1970-01-01",0.00418724578938599
"461",21,"1970-01-01",0.00812032704418991
"462",22,"1970-01-01",0.0217240565941013
"463",23,"1970-01-01",0.0204453509164159
"464",24,"1970-01-01",0.0138242993804653
"465",25,"1970-01-01",0.00357611647701764
"466",26,"1970-01-01",0.0156918559710654
"467",27,"1970-01-01",0.0120756147069255
"468",28,"1970-01-01",0.0139131878934099
"469",29,"1970-01-01",0.0127600676079425
"470",30,"1970-01-01",0.0106249569714043
"471",31,"1970-01-01",0.0132537046204506
"472",32,"1970-01-01",0.0147426330370037
"473",33,"1970-01-01",0.0100068966917555
"474",34,"1970-01-01",0.0129591033569549
"475",35,"1970-01-01",0.0133547616372584
"476",36,"1970-01-01",0.0108716978072092
"477",37,"1970-01-01",0.00836632822616603
"478",38,"1970-01-01",0.010255525101184
"479",39,"1970-01-01",0.012620749196257
"480",40,"1970-01-01",0.0115855781983295
"481",41,"1970-01-01",0.0100406138732326
"482",42,"1970-01-01",0.00783060255935881
"483",43,"1970-01-01",0.00937511855370674
"484",44,"1970-01-01",0.0121253690475464
"485",1,"1970-02-01",0
"486",2,"1970-02-01",0.00712771819939998
"487",3,"1970-02-01",0.0499938493699885
"488",4,"1970-02-01",-0.00867667767124673
"489",5,"1970-02-01",0.00926793939580174
"490",6,"1970-02-01",0.0217356718267684
"491",7,"1970-02-01",0.0122402787640189
"492",8,"1970-02-01",0.00561049492087475
"493",9,"1970-02-01",-0.00246879110950954
"494",10,"1970-02-01",-0.0199414013656229
"495",11,"1970-02-01",0.0322654395908512
"496",12,"1970-02-01",0.0210595487215917
"497",13,"1970-02-01",0.0236263005495811
"498",14,"1970-02-01",0.0102195184277085
"499",15,"1970-02-01",0.0159783186227215
"500",16,"1970-02-01",0.0123094137987311
"501",17,"1970-02-01",0.0215901479649945
"502",18,"1970-02-01",0.0201706178013172
"503",19,"1970-02-01",0.0206119013308197
"504",20,"1970-02-01",0.0076881411468128
"505",21,"1970-02-01",0.0153393523043461
"506",22,"1970-02-01",0.0244764659730767
"507",23,"1970-02-01",0.0322792359201737
"508",24,"1970-02-01",0.0197636145958321
"509",25,"1970-02-01",0.0117342002320618
"510",26,"1970-02-01",0.0196011361475827
"511",27,"1970-02-01",0.0229425733439672
"512",28,"1970-02-01",0.0204372044516895
"513",29,"1970-02-01",0.0216117233847528
"514",30,"1970-02-01",0.0173305155378748
"515",31,"1970-02-01",0.0207319969329953
"516",32,"1970-02-01",0.0236615780658962
"517",33,"1970-02-01",0.021241087472162
"518",34,"1970-02-01",0.0204154693924965
"519",35,"1970-02-01",0.0211892637880974
"520",36,"1970-02-01",0.0188808361383136
"521",37,"1970-02-01",0.0181419100966425
"522",38,"1970-02-01",0.0180808361794142
"523",39,"1970-02-01",0.0199974005896626
"524",40,"1970-02-01",0.0201915243280734
"525",41,"1970-02-01",0.0194388214477736
"526",42,"1970-02-01",0.0169162181943153
"527",43,"1970-02-01",0.017490082409769
"528",44,"1970-02-01",0.0193144857424508
"529",1,"1970-03-01",0
"530",2,"1970-03-01",0.0124619875775036
"531",3,"1970-03-01",0.0562763651402872
"532",4,"1970-03-01",-0.000866485825928126
"533",5,"1970-03-01",0.0116965293694495
"534",6,"1970-03-01",0.0253407631742629
"535",7,"1970-03-01",0.0233519881310303
"536",8,"1970-03-01",0.0166128572334832
"537",9,"1970-03-01",0.00639275929283822
"538",10,"1970-03-01",-0.0155846709272549
"539",11,"1970-03-01",0.0319201956319186
"540",12,"1970-03-01",0.0443829493457307
"541",13,"1970-03-01",0.0399231216030491
"542",14,"1970-03-01",0.0269097636749684
"543",15,"1970-03-01",0.0244072181906875
"544",16,"1970-03-01",0.0241047931954185
"545",17,"1970-03-01",0.0358612701040055
"546",18,"1970-03-01",0.0340842095473333
"547",19,"1970-03-01",0.0330466926767119
"548",20,"1970-03-01",0.023596882713832
"549",21,"1970-03-01",0.0275391317068658
"550",22,"1970-03-01",0.0414920511842997
"551",23,"1970-03-01",0.0436228050814593
"552",24,"1970-03-01",0.0357990720327489
"553",25,"1970-03-01",0.0255391274978967
"554",26,"1970-03-01",0.0278646513722647
"555",27,"1970-03-01",0.0301337208836716
"556",28,"1970-03-01",0.0303580345475111
"557",29,"1970-03-01",0.0325327766674157
"558",30,"1970-03-01",0.0302438041045744
"559",31,"1970-03-01",0.0274686316715703
"560",32,"1970-03-01",0.0298857876034524
"561",33,"1970-03-01",0.028989572803039
"562",34,"1970-03-01",0.0259953624064412
"563",35,"1970-03-01",0.0243977441698928
"564",36,"1970-03-01",0.018624745108903
"565",37,"1970-03-01",0.017682726537698
"566",38,"1970-03-01",0.0190455807607404
"567",39,"1970-03-01",0.0197837211302718
"568",40,"1970-03-01",0.0183545780937069
"569",41,"1970-03-01",0.0148763623920562
"570",42,"1970-03-01",0.0105534744204967
"571",43,"1970-03-01",0.0102985510879238
"572",44,"1970-03-01",0.00926112338423596
"573",1,"1970-04-01",0
"574",2,"1970-04-01",0.0124207568811586
"575",3,"1970-04-01",0.0561667874149371
"576",4,"1970-04-01",-0.00364943284040732
"577",5,"1970-04-01",0.00962334051717399
"578",6,"1970-04-01",0.0215842011084335
"579",7,"1970-04-01",0.0198682706824118
"580",8,"1970-04-01",0.0124733752149293
"581",9,"1970-04-01",0.000373214974869352
"582",10,"1970-04-01",-0.0219522290251459
"583",11,"1970-04-01",0.0252800577131323
"584",12,"1970-04-01",0.0410032284448079
"585",13,"1970-04-01",0.0303033903989475
"586",14,"1970-04-01",0.0202754411729508
"587",15,"1970-04-01",0.0100600980646711
"588",16,"1970-04-01",0.0124939229838411
"589",17,"1970-04-01",0.0297371466136239
"590",18,"1970-04-01",0.0218124619815226
"591",19,"1970-04-01",0.0157805098892485
"592",20,"1970-04-01",0.0130330684182311
"593",21,"1970-04-01",0.0131489813893267
"594",22,"1970-04-01",0.0307463135056978
"595",23,"1970-04-01",0.0295418868990015
"596",24,"1970-04-01",0.0164705716234412
"597",25,"1970-04-01",0.00870963783922158
"598",26,"1970-04-01",0.0138098298480293
"599",27,"1970-04-01",0.0132805321262144
"600",28,"1970-04-01",0.0152006520685862
"601",29,"1970-04-01",0.0155680125592746
"602",30,"1970-04-01",0.0153906313077554
"603",31,"1970-04-01",0.0111444496241051
"604",32,"1970-04-01",0.0139345809249511
"605",33,"1970-04-01",0.0147753660038004
"606",34,"1970-04-01",0.0105113376102168
"607",35,"1970-04-01",0.00874650806931237
"608",36,"1970-04-01",0.00448839369243236
"609",37,"1970-04-01",0.00438388640148078
"610",38,"1970-04-01",0.00907953943552088
"611",39,"1970-04-01",0.00951269058632839
"612",40,"1970-04-01",0.00734218919585949
"613",41,"1970-04-01",0.00531909049637105
"614",42,"1970-04-01",0.00221882976368639
"615",43,"1970-04-01",0.0042843920007871
"616",44,"1970-04-01",0.00429404346290874
"617",1,"1970-05-01",0
"618",2,"1970-05-01",0.01248604325031
"619",3,"1970-05-01",0.058661605451948
"620",4,"1970-05-01",-0.000127638791910525
"621",5,"1970-05-01",0.0092775005144522
"622",6,"1970-05-01",0.0192288569710996
"623",7,"1970-05-01",0.0159936086161734
"624",8,"1970-05-01",0.0110361215073059
"625",9,"1970-05-01",-0.000241753765171383
"626",10,"1970-05-01",-0.0256703899343588
"627",11,"1970-05-01",0.0202743225505138
"628",12,"1970-05-01",0.0377901452998602
"629",13,"1970-05-01",0.0313471732511807
"630",14,"1970-05-01",0.0226115915311898
"631",15,"1970-05-01",0.0109534452892661
"632",16,"1970-05-01",-0.00184672646717804
"633",17,"1970-05-01",0.0202609394878915
"634",18,"1970-05-01",0.0230214113616852
"635",19,"1970-05-01",0.0131519948861782
